Time,Peregrine_Lock,Sensor_Temp_A,Sensor_Temp_B,Sensor_Temp_Duty_Cycle,Laser_Temp_A,Laser_Temp_B,Laser_Temp_Duty_Cycle,Laser_Current,Laser_Current_Zero_Cross,Microwave_Ref,Microwave_Ref_Zero_Cross,Zeeman_Freq_Zero_Cross,PCB_Temp_A,PCB_Temp_B,Laser_Diode_Voltage,Diode_Optical_Power,P2V4,P3V3,P8V,N8V,P12V,PCB_Temp_C,PCB_Temp_D,PCB_Temp_E,ICU_Checksum,ICU_Command_Count,ICU_Sync_Count
20170506T065750.626519,119,0,282,6682,6656,173,6656,11337984,45688,0,283,1776411,0,44315,173,256,178,30976,1,7196,7196,0,44316,173,0,173,1,
20160817T183721.274957,33,8448,173,8448,44289,0,45695,1,2236962,8704,173,2228397,256,178,32768,1,8995,8995,0,44323,173,0,178,33023,128,255,15,
20160816T171421.274957,35,8995,8995,8995,8995,8995,8995,2294016,45697,0,292,2368548,0,44324,173,256,178,33280,1,9509,9509,0,44325,173,0,173,1,
20160817T183739.274957,42,10752,173,10752,44289,0,45704,1,2829099,11008,173,2818221,256,178,35072,1,11308,11308,0,44332,173,256,178,35328,138,0,0,
20170506T103942.626519,145,0,308,13364,13312,173,13312,11337984,45714,0,309,3487029,0,44341,173,256,178,37632,1,13878,13878,0,44342,173,0,173,1,
20160817T183813.274957,59,15104,173,15104,44289,0,45721,1,3947580,15360,173,3932333,256,178,39424,1,15677,15677,0,44349,173,256,178,39680,155,0,0,
20170506T130446.626519,162,0,325,17733,17664,173,17664,11337984,45731,0,326,4605510,0,44358,173,256,178,41984,1,18247,18247,0,44359,173,0,173,1,
20160817T183847.274957,76,19456,173,19456,44289,0,45738,1,5066061,19712,173,5046445,256,178,43776,1,20046,20046,0,44366,173,256,178,44032,172,0,0,
20170506T152950.626519,179,0,342,22102,22016,173,22016,11337984,45748,0,343,5723991,0,44375,173,256,178,46336,1,22616,22616,0,44376,173,0,173,1,
20160817T183921.274957,93,23808,173,23808,44289,0,45755,1,6184542,24064,173,6160557,256,178,48128,1,24415,24415,0,44383,173,256,178,48384,189,0,0,
20170506T175454.626519,196,0,359,26471,26368,173,26368,11337984,45765,0,360,6842472,0,44392,173,256,178,50688,1,26985,26985,0,44393,173,0,173,1,
20160817T183955.274957,110,28160,173,28160,44289,0,45772,1,7303023,28416,173,7274669,256,178,52480,1,28784,28784,0,44400,173,256,178,52736,206,0,0,
20170506T201958.626519,213,0,376,30840,30720,173,30720,11337984,45782,0,377,7960953,0,44409,173,256,178,55040,1,31354,31354,0,44410,173,0,173,1,
20160817T184029.274957,127,32512,173,32512,44289,0,45789,1,8421504,32768,173,8388781,256,178,56832,1,33153,33153,0,44417,173,256,178,57088,223,0,0,
20170506T224502.626519,230,0,393,35209,35072,173,35072,11337984,45799,0,394,9079434,0,44426,173,256,178,59392,1,35723,35723,0,44427,173,0,173,1,
20160817T184103.274957,144,36864,173,36864,44289,0,45806,1,9539985,37120,173,9502893,256,178,61184,1,37522,37522,0,44434,173,256,178,61440,240,0,0,
20170507T011006.626519,247,0,410,39578,39424,173,39424,11337984,45816,0,411,10197915,0,44443,173,256,178,63744,1,40092,40092,0,44444,173,0,173,1,
20160817T184137.274957,161,41216,173,41216,44289,0,45823,1,10658466,41472,173,10617005,256,179,0,1,41891,41891,0,44451,173,0,179,255,0,255,15,
20160816T171421.274957,163,41891,41891,41891,41891,41891,41891,10682624,45825,0,420,10790052,0,44452,173,256,179,512,1,42405,42405,0,44453,173,0,173,1,
20160817T184155.274957,170,43520,173,43520,44289,0,45832,1,11250603,43776,173,11206829,256,179,2304,1,44204,44204,0,44460,173,256,179,2560,10,0,0,
20170507T045158.626519,17,0,436,46260,46080,173,46080,11337984,45842,0,437,11908533,0,44469,173,256,179,4864,1,46774,46774,0,44470,173,0,173,1,
20160817T184229.274957,187,47872,173,47872,44289,0,45849,1,12369084,48128,173,12320941,256,179,6656,1,48573,48573,0,44477,173,256,179,6912,27,0,0,
20170507T071702.626519,34,0,453,50629,50432,173,50432,11337984,45859,0,454,13027014,0,44486,173,256,179,9216,1,51143,51143,0,44487,173,0,173,1,
20160817T184303.274957,204,52224,173,52224,44289,0,45866,1,13487565,52480,173,13435053,256,179,11008,1,52942,52942,0,44494,173,256,179,11264,44,0,0,
20170507T094206.626519,51,0,470,54998,54784,173,54784,11337984,45876,0,471,14145495,0,44503,173,256,179,13568,1,55512,55512,0,44504,173,0,173,1,
20160817T184337.274957,221,56576,173,56576,44289,0,45883,1,14606046,56832,173,14549165,256,179,15360,1,57311,57311,0,44511,173,256,179,15616,61,0,0,
20170507T120710.626519,68,0,487,59367,59136,173,59136,11337984,45893,0,488,15263976,0,44520,173,256,179,17920,1,59881,59881,0,44521,173,0,173,1,
20160817T184411.274957,238,60928,173,60928,44289,0,45900,1,15724527,61184,173,15663277,256,179,19712,1,61680,61680,0,44528,173,256,179,19968,78,0,0,
20170507T143214.626519,85,0,504,63736,63488,173,63488,11337984,45910,0,505,16382457,0,44537,173,256,179,22272,1,64250,64250,0,44538,173,0,173,1,
20160817T184445.274957,255,65280,173,65280,44289,0,45917,1,0,0,174,174,256,179,24064,1,257,257,0,44545,174,256,179,24320,95,0,0,
20170507T165718.634332,102,0,265,2313,2304,174,2304,11403520,45927,0,266,657930,0,44554,174,256,179,26624,1,2827,2827,0,44555,174,0,174,1,
20160817T184519.274957,16,4096,174,4096,44545,0,45934,1,1118481,4352,174,1114286,256,179,28416,1,4626,4626,0,44562,174,256,179,28672,112,0,0,
20170507T192222.634332,119,0,282,6682,6656,174,6656,11403520,45944,0,283,1776411,0,44571,174,256,179,30976,1,7196,7196,0,44572,174,0,174,1,
20160817T184553.274957,33,8448,174,8448,44545,0,45951,1,2236962,8704,174,2228398,0,179,33023,4095,4095,4095,4095,4095,4095,4095,4095,4095,15,255,15,
20160816T171421.274957,35,8995,8995,8995,8995,8995,256,45952,1,8995,8995,174,8960,44545,0,45953,0,292,9252,9216,174,9216,44545,0,0,0,179,
20160817T184611.274957,42,10752,174,10752,44545,0,45960,1,2829099,11008,174,2818222,256,179,35072,1,11308,11308,0,44588,174,256,179,35328,138,0,0,
20170507T230414.634332,145,0,308,13364,13312,174,13312,11403520,45970,0,309,3487029,0,44597,174,256,179,37632,1,13878,13878,0,44598,174,0,174,1,
20160817T184645.274957,59,15104,174,15104,44545,0,45977,1,3947580,15360,174,3932334,256,179,39424,1,15677,15677,0,44605,174,256,179,39680,155,0,0,
20170508T012918.634332,162,0,325,17733,17664,174,17664,11403520,45987,0,326,4605510,0,44614,174,256,179,41984,1,18247,18247,0,44615,174,0,174,1,
20160817T184719.274957,76,19456,174,19456,44545,0,45994,1,5066061,19712,174,5046446,256,179,43776,1,20046,20046,0,44622,174,256,179,44032,172,0,0,
20170508T035422.634332,179,0,342,22102,22016,174,22016,11403520,46004,0,343,5723991,0,44631,174,256,179,46336,1,22616,22616,0,44632,174,0,174,1,
20160817T184753.274957,93,23808,174,23808,44545,0,46011,1,6184542,24064,174,6160558,256,179,48128,1,24415,24415,0,44639,174,256,179,48384,189,0,0,
20170508T061926.634332,196,0,359,26471,26368,174,26368,11403520,46021,0,360,6842472,0,44648,174,256,179,50688,1,26985,26985,0,44649,174,0,174,1,
20160817T184827.274957,110,28160,174,28160,44545,0,46028,1,7303023,28416,174,7274670,256,179,52480,1,28784,28784,0,44656,174,256,179,52736,206,0,0,
20170508T084430.634332,213,0,376,30840,30720,174,30720,11403520,46038,0,377,7960953,0,44665,174,256,179,55040,1,31354,31354,0,44666,174,0,174,1,
20160817T184901.274957,127,32512,174,32512,44545,0,46045,1,8421504,32768,174,8388782,256,179,56832,1,33153,33153,0,44673,174,256,179,57088,223,0,0,
20170508T110934.634332,230,0,393,35209,35072,174,35072,11403520,46055,0,394,9079434,0,44682,174,256,179,59392,1,35723,35723,0,44683,174,0,174,1,
20160817T184935.274957,144,36864,174,36864,44545,0,46062,1,9539985,37120,174,9502894,256,179,61184,1,37522,37522,0,44690,174,256,179,61440,240,0,0,
20170508T133438.634332,247,0,410,39578,39424,174,39424,11403520,46072,0,411,10197915,0,44699,174,256,179,63744,1,40092,40092,0,44700,174,0,174,1,
20160817T185009.274957,161,41216,174,41216,44545,0,46079,1,10658466,41472,174,10617006,256,180,0,1,41891,41891,0,44707,174,0,180,255,0,255,15,
20160816T171421.274957,163,41891,41891,41891,41891,41891,41891,10682624,46081,0,420,10790052,0,44708,174,256,180,512,1,42405,42405,0,44709,174,0,174,1,
20160817T185027.274957,170,43520,174,43520,44545,0,46088,1,11250603,43776,174,11206830,256,180,2304,1,44204,44204,0,44716,174,256,180,2560,10,0,0,
20170508T171630.634332,17,0,436,46260,46080,174,46080,11403520,46098,0,437,11908533,0,44725,174,256,180,4864,1,46774,46774,0,44726,174,0,174,1,
20160817T185101.274957,187,47872,174,47872,44545,0,46105,1,12369084,48128,174,12320942,256,180,6656,1,48573,48573,0,44733,174,256,180,6912,27,0,0,
20170508T194134.634332,34,0,453,50629,50432,174,50432,11403520,46115,0,454,13027014,0,44742,174,256,180,9216,1,51143,51143,0,44743,174,0,174,1,
20160817T185135.274957,204,52224,174,52224,44545,0,46122,1,13487565,52480,174,13435054,256,180,11008,1,52942,52942,0,44750,174,256,180,11264,44,0,0,
20170508T220638.634332,51,0,470,54998,54784,174,54784,11403520,46132,0,471,14145495,0,44759,174,256,180,13568,1,55512,55512,0,44760,174,0,174,1,
20160817T185209.274957,221,56576,174,56576,44545,0,46139,1,14606046,56832,174,14549166,256,180,15360,1,57311,57311,0,44767,174,256,180,15616,61,0,0,
20170509T003142.634332,68,0,487,59367,59136,174,59136,11403520,46149,0,488,15263976,0,44776,174,256,180,17920,1,59881,59881,0,44777,174,0,174,1,
20160817T185243.274957,238,60928,174,60928,44545,0,46156,1,15724527,61184,174,15663278,256,180,19712,1,61680,61680,0,44784,174,256,180,19968,78,0,0,
20170509T025646.634332,85,0,504,63736,63488,174,63488,11403520,46166,0,505,16382457,0,44793,174,256,180,22272,1,64250,64250,0,44794,174,0,174,1,
20160817T185317.274957,255,65280,174,65280,44545,0,46173,1,0,0,175,175,256,180,24064,1,257,257,0,44801,175,256,180,24320,95,0,0,
20170509T052150.642145,102,0,265,2313,2304,175,2304,11469056,46183,0,266,657930,0,44810,175,256,180,26624,1,2827,2827,0,44811,175,0,175,1,
20160817T185351.274957,16,4096,175,4096,44801,0,46190,1,1118481,4352,175,1114287,256,180,28416,1,4626,4626,0,44818,175,256,180,28672,112,0,0,
20170509T074654.642145,119,0,282,6682,6656,175,6656,11469056,46200,0,283,1776411,0,44827,175,256,180,30976,1,7196,7196,0,44828,175,0,175,1,
20160817T185425.274957,33,8448,175,8448,44801,0,46207,1,2236962,8704,175,2228399,256,180,32768,1,8995,8995,0,44835,175,0,180,33023,128,255,15,
20160816T171421.274957,35,8995,8995,8995,8995,8995,8995,2294016,46209,0,292,2368548,0,44836,175,256,180,33280,1,9509,9509,0,44837,175,0,175,1,
20160817T185443.274957,42,10752,175,10752,44801,0,46216,1,2829099,11008,175,2818223,256,180,35072,1,11308,11308,0,44844,175,256,180,35328,138,0,0,
20170509T112846.642145,145,0,308,13364,13312,175,13312,11469056,46226,0,309,3487029,0,44853,175,256,180,37632,1,13878,13878,0,44854,175,0,175,1,
20160817T185517.274957,59,15104,175,15104,44801,0,46233,1,3947580,15360,175,3932335,256,180,39424,1,15677,15677,0,44861,175,256,180,39680,155,0,0,
20170509T135350.642145,162,0,325,17733,17664,175,17664,11469056,46243,0,326,4605510,0,44870,175,256,180,41984,1,18247,18247,0,44871,175,0,175,1,
20160817T185551.274957,76,19456,175,19456,44801,0,46250,1,5066061,19712,175,5046447,256,180,43776,1,20046,20046,0,44878,175,256,180,44032,172,0,0,
20170509T161854.642145,179,0,342,22102,22016,175,22016,11469056,46260,0,343,5723991,0,44887,175,256,180,46336,1,22616,22616,0,44888,175,0,175,1,
20160817T185625.274957,93,23808,175,23808,44801,0,46267,1,6184542,24064,175,6160559,256,180,48128,1,24415,24415,0,44895,175,256,180,48384,189,0,0,
20170509T184358.642145,196,0,359,26471,26368,175,26368,11469056,46277,0,360,6842472,0,44904,175,256,180,50688,1,26985,26985,0,44905,175,0,175,1,
20160817T185659.274957,110,28160,175,28160,44801,0,46284,1,7303023,28416,175,7274671,256,180,52480,1,28784,28784,0,44912,175,256,180,52736,206,0,0,
20170509T210902.642145,213,0,376,30840,30720,175,30720,11469056,46294,0,377,7960953,0,44921,175,256,180,55040,1,31354,31354,0,44922,175,0,175,1,
20160817T185733.274957,127,32512,175,32512,44801,0,46301,1,8421504,32768,175,8388783,256,180,56832,1,33153,33153,0,44929,175,256,180,57088,223,0,0,
20170509T233406.642145,230,0,393,35209,35072,175,35072,11469056,46311,0,394,9079434,0,44938,175,256,180,59392,1,35723,35723,0,44939,175,0,175,1,
20160817T185807.274957,144,36864,175,36864,44801,0,46318,1,9539985,37120,175,9502895,256,180,61184,1,37522,37522,0,44946,175,256,180,61440,240,0,0,
20170510T015910.642145,247,0,410,39578,39424,175,39424,11469056,46328,0,411,10197915,0,44955,175,256,180,63744,1,40092,40092,0,44956,175,0,175,1,
20160817T185841.274957,161,41216,175,41216,44801,0,46335,1,10658466,41472,175,10617007,256,181,0,1,41891,41891,0,44963,175,0,181,255,0,255,15,
20160816T171421.274957,163,41891,41891,41891,41891,41891,41891,10682624,46337,0,420,10790052,0,44964,175,256,181,512,1,42405,42405,0,44965,175,0,175,1,
20160817T185859.274957,170,43520,175,43520,44801,0,46344,1,11250603,43776,175,11206831,256,181,2304,1,44204,44204,0,44972,175,256,181,2560,10,0,0,
20170510T054102.642145,17,0,436,46260,46080,175,46080,11469056,46354,0,437,11908533,0,44981,175,256,181,4864,1,46774,46774,0,44982,175,0,175,1,
20160817T185933.274957,187,47872,175,47872,44801,0,46361,1,12369084,48128,175,12320943,256,181,6656,1,48573,48573,0,44989,175,256,181,6912,27,0,0,
20170510T080606.642145,34,0,453,50629,50432,175,50432,11469056,46371,0,454,13027014,0,44998,175,256,181,9216,1,51143,51143,0,44999,175,0,175,1,
20160817T190007.274957,204,52224,175,52224,44801,0,46378,1,13487565,52480,175,13435055,256,181,11008,1,52942,52942,0,45006,175,256,181,11264,44,0,0,
20170510T103110.642145,51,0,470,54998,54784,175,54784,11469056,46388,0,471,14145495,0,45015,175,256,181,13568,1,55512,55512,0,45016,175,0,175,1,
20160817T190041.274957,221,56576,175,56576,44801,0,46395,1,14606046,56832,175,14549167,256,181,15360,1,57311,57311,0,45023,175,256,181,15616,61,0,0,
20170510T125614.642145,68,0,487,59367,59136,175,59136,11469056,46405,0,488,15263976,0,45032,175,256,181,17920,1,59881,59881,0,45033,175,0,175,1,
20160817T190115.274957,238,60928,175,60928,44801,0,46412,1,15724527,61184,175,15663279,256,181,19712,1,61680,61680,0,45040,175,256,181,19968,78,0,0,
20170510T152118.642145,85,0,504,63736,63488,175,63488,11469056,46422,0,505,16382457,0,45049,175,256,181,22272,1,64250,64250,0,45050,175,0,175,1,
20160817T190149.274957,255,65280,175,65280,44801,0,46429,1,0,0,176,176,256,181,24064,1,257,257,0,45057,176,256,181,24320,95,0,0,
20170510T174622.649957,102,0,265,2313,2304,176,2304,11534592,46439,0,266,657930,0,45066,176,256,181,26624,1,2827,2827,0,45067,176,0,176,1,
20160817T190223.274957,16,4096,176,4096,45057,0,46446,1,1118481,4352,176,1114288,256,181,28416,1,4626,4626,0,45074,176,256,181,28672,112,0,0,
20170510T201126.649957,119,0,282,6682,6656,176,6656,11534592,46456,0,283,1776411,0,45083,176,256,181,30976,1,7196,7196,0,45084,176,0,176,1,
20160817T190257.274957,33,8448,176,8448,45057,0,46463,1,2236962,8704,176,2228400,256,181,32768,1,8995,8995,0,45091,176,0,181,33023,128,255,15,
20160816T171421.274957,35,8995,8995,8995,8995,8995,8995,2294016,46465,0,292,2368548,0,45092,176,256,181,33280,1,9509,9509,0,45093,176,0,176,1,
20160817T190315.274957,42,10752,176,10752,45057,0,46472,1,2829099,11008,176,2818224,256,181,35072,1,11308,11308,0,45100,176,256,181,35328,138,0,0,
20170510T235318.649957,145,0,308,13364,13312,176,13312,11534592,46482,0,309,3487029,0,45109,176,256,181,37632,1,13878,13878,0,45110,176,0,176,1,
20160817T190349.274957,59,15104,176,15104,45057,0,46489,1,3947580,15360,176,3932336,256,181,39424,1,15677,15677,0,45117,176,256,181,39680,155,0,0,
20170511T021822.649957,162,0,325,17733,17664,176,17664,11534592,46499,0,326,4605510,0,45126,176,256,181,41984,1,18247,18247,0,45127,176,0,176,1,
20160817T190423.274957,76,19456,176,19456,45057,0,46506,1,5066061,19712,176,5046448,256,181,43776,1,20046,20046,0,45134,176,256,181,44032,172,0,0,
20170511T044326.649957,179,0,342,22102,22016,176,22016,11534592,46516,0,343,5723991,0,45143,176,256,181,46336,1,22616,22616,0,45144,176,0,176,1,
20160817T190457.274957,93,23808,176,23808,45057,0,46523,1,6184542,24064,176,6160560,256,181,48128,1,24415,24415,0,45151,176,256,181,48384,189,0,0,
20170511T070830.649957,196,0,359,26471,26368,176,26368,11534592,46533,0,360,6842472,0,45160,176,256,181,50688,1,26985,26985,0,45161,176,0,176,1,
20160817T190531.274957,110,28160,176,28160,45057,0,46540,1,7303023,28416,176,7274672,256,181,52480,1,28784,28784,0,45168,176,256,181,52736,206,0,0,
20170511T093334.649957,213,0,376,30840,30720,176,30720,11534592,46550,0,377,7960953,0,45177,176,256,181,55040,1,31354,31354,0,45178,176,0,176,1,
20160817T190605.274957,127,32512,176,32512,45057,0,46557,1,8421504,32768,176,8388784,256,181,56832,1,33153,33153,0,45185,176,256,181,57088,223,0,0,
20170511T115838.649957,230,0,393,35209,35072,176,35072,11534592,46567,0,394,9079434,0,45194,176,256,181,59392,1,35723,35723,0,45195,176,0,176,1,
20160817T190639.274957,144,36864,176,36864,45057,0,46574,1,9539985,37120,176,9502896,256,181,61184,1,37522,37522,0,45202,176,256,181,61440,240,0,0,
20170511T142342.649957,247,0,410,39578,39424,176,39424,11534592,46584,0,411,10197915,0,45211,176,256,181,63744,1,40092,40092,0,45212,176,0,176,1,
20160817T190713.274957,161,41216,176,41216,45057,0,46591,1,10658466,41472,176,10617008,256,182,0,1,41891,41891,0,45219,176,0,182,255,0,255,15,
20160816T171421.274957,163,41891,41891,41891,41891,41891,41891,10682624,46593,0,420,10790052,0,45220,176,256,182,512,1,42405,42405,0,45221,176,0,176,1,
20160817T190731.274957,170,43520,176,43520,45057,0,46600,1,11250603,43776,176,11206832,256,182,2304,1,44204,44204,0,45228,176,256,182,2560,10,0,0,
20170511T180534.649957,17,0,436,46260,46080,176,46080,11534592,46610,0,437,11908533,0,45237,176,256,182,4864,1,46774,46774,0,45238,176,0,176,1,
20160817T190805.274957,187,47872,176,47872,45057,0,46617,1,12369084,48128,176,12320944,256,182,6656,1,48573,48573,0,45245,176,256,182,6912,27,0,0,
20170511T203038.649957,34,0,453,50629,50432,176,50432,11534592,46627,0,454,13027014,0,45254,176,256,182,9216,1,51143,51143,0,45255,176,0,176,1,
20160817T190839.274957,204,52224,176,52224,45057,0,46634,1,13487565,52480,176,13435056,256,182,11008,1,52942,52942,0,45262,176,256,182,11264,44,0,0,
20170511T225542.649957,51,0,470,54998,54784,176,54784,11534592,46644,0,471,14145495,0,45271,176,256,182,13568,1,55512,55512,0,45272,176,0,176,1,
20160817T190913.274957,221,56576,176,56576,45057,0,46651,1,14606046,56832,176,14549168,256,182,15360,1,57311,57311,0,45279,176,256,182,15616,61,0,0,
20170512T012046.649957,68,0,487,59367,59136,176,59136,11534592,46661,0,488,15263976,0,45288,176,256,182,17920,1,59881,59881,0,45289,176,0,176,1,
20160817T190947.274957,238,60928,176,60928,45057,0,46668,1,15724527,61184,176,15663280,256,182,19712,1,61680,61680,0,45296,176,256,182,19968,78,0,0,
20170512T034550.649957,85,0,504,63736,63488,176,63488,11534592,46678,0,505,16382457,0,45305,176,256,182,22272,1,64250,64250,0,45306,176,0,176,1,
20160817T191021.274957,255,65280,176,65280,45057,0,46685,1,0,0,177,177,256,182,24064,1,257,257,0,45313,177,256,182,24320,95,0,0,
20170512T061054.657769,102,0,265,2313,2304,177,2304,11600128,46695,0,266,657930,0,45322,177,256,182,26624,1,2827,2827,0,45323,177,0,177,1,
20160817T191055.274957,16,4096,177,4096,45313,0,46702,1,1118481,4352,177,1114289,256,182,28416,1,4626,4626,0,45330,177,256,182,28672,112,0,0,
20170512T083558.657769,119,0,282,6682,6656,177,6656,11600128,46712,0,283,1776411,0,45339,177,256,182,30976,1,7196,7196,0,45340,177,0,177,1,
20160817T191129.274957,33,8448,177,8448,45313,0,46719,1,2236962,8704,177,2228401,256,182,32768,1,8995,8995,0,45347,177,0,182,33023,128,255,15,
20160816T171421.274957,35,8995,8995,8995,8995,8995,8995,2294016,46721,0,292,2368548,0,45348,177,256,182,33280,1,9509,9509,0,45349,177,0,177,1,
20160817T191147.274957,42,10752,177,10752,45313,0,46728,1,2829099,11008,177,2818225,256,182,35072,1,11308,11308,0,45356,177,256,182,35328,138,0,0,
20170512T121750.657769,145,0,308,13364,13312,177,13312,11600128,46738,0,309,3487029,0,45365,177,256,182,37632,1,13878,13878,0,45366,177,0,177,1,
20160817T191221.274957,59,15104,177,15104,45313,0,46745,1,3947580,15360,177,3932337,256,182,39424,1,15677,15677,0,45373,177,256,182,39680,155,0,0,
20170512T144254.657769,162,0,325,17733,17664,177,17664,11600128,46755,0,326,4605510,0,45382,177,256,182,41984,1,18247,18247,0,45383,177,0,177,1,
20160817T191255.274957,76,19456,177,19456,45313,0,46762,1,5066061,19712,177,5046449,256,182,43776,1,20046,20046,0,45390,177,256,182,44032,172,0,0,
