08/30/2016 02:05:39 PM n_total 10 n_fib 10, n_fob 0, n_fsc 0
08/30/2016 02:48:34 PM n_total 89504 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:48:35 PM n_total 89632 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:48:36 PM n_total 89760 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:48:37 PM n_total 89888 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:48:38 PM n_total 90016 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:48:39 PM n_total 90144 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:48:40 PM n_total 90272 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:48:41 PM n_total 90400 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:48:42 PM n_total 90528 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:48:43 PM n_total 90656 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:48:44 PM n_total 90784 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:48:45 PM n_total 90912 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:48:46 PM n_total 91040 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:48:47 PM n_total 91168 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:48:48 PM n_total 91296 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:48:49 PM n_total 91424 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:48:50 PM n_total 91552 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:48:51 PM n_total 91680 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:48:52 PM n_total 91808 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:48:53 PM n_total 91936 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:48:54 PM n_total 92064 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:48:55 PM n_total 92192 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:48:56 PM n_total 92320 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:48:57 PM n_total 92448 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:48:58 PM n_total 92576 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:48:59 PM n_total 92704 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:49:00 PM n_total 92832 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:49:01 PM n_total 92960 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:49:02 PM n_total 93088 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:49:03 PM n_total 93216 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:49:04 PM n_total 93344 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:49:05 PM n_total 93472 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:49:06 PM n_total 93600 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:49:07 PM n_total 93728 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:49:08 PM n_total 93856 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:49:09 PM n_total 93984 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:49:10 PM n_total 94112 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:49:11 PM n_total 94240 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:49:12 PM n_total 94368 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:49:13 PM n_total 94496 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:49:14 PM n_total 94624 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:49:15 PM n_total 94752 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:49:16 PM n_total 94880 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:49:17 PM n_total 95008 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:49:18 PM n_total 95136 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:49:19 PM n_total 95264 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:49:20 PM n_total 95392 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:49:21 PM n_total 95520 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:49:22 PM n_total 95648 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:49:23 PM n_total 95776 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:49:24 PM n_total 95904 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:49:25 PM n_total 96032 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:49:26 PM n_total 96160 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:49:27 PM n_total 96288 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:49:28 PM n_total 96416 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:49:29 PM n_total 96544 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:49:30 PM n_total 96672 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:49:31 PM n_total 96800 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:49:32 PM n_total 96928 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:49:33 PM n_total 97056 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:49:34 PM n_total 97184 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:49:35 PM n_total 97312 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:49:36 PM n_total 97440 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:49:37 PM n_total 97568 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:49:38 PM n_total 97849 n_fib 0, n_fob 128, n_fsc 153
08/30/2016 02:49:40 PM n_total 97977 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:49:41 PM n_total 98105 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:49:42 PM n_total 98233 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:49:43 PM n_total 98361 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:49:44 PM n_total 98489 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:49:45 PM n_total 98617 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:49:46 PM n_total 98745 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:49:47 PM n_total 98873 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:49:48 PM n_total 99001 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:49:49 PM n_total 99129 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:49:50 PM n_total 99257 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:49:51 PM n_total 99385 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:49:52 PM n_total 99513 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:49:53 PM n_total 99641 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:49:54 PM n_total 99769 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:49:55 PM n_total 99897 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:49:56 PM n_total 100025 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:49:57 PM n_total 100153 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:49:58 PM n_total 100281 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:49:59 PM n_total 100409 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:50:00 PM n_total 100537 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:50:01 PM n_total 100665 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:50:02 PM n_total 100793 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:50:03 PM n_total 100921 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:50:04 PM n_total 101049 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:50:05 PM n_total 101177 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:50:06 PM n_total 101305 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:50:07 PM n_total 101433 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:50:08 PM n_total 101561 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:50:09 PM n_total 101689 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:50:10 PM n_total 101817 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:50:11 PM n_total 101970 n_fib 0, n_fob 128, n_fsc 25
08/30/2016 02:50:13 PM n_total 102098 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:50:14 PM n_total 102226 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:50:15 PM n_total 102354 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:50:16 PM n_total 102482 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:50:17 PM n_total 102635 n_fib 0, n_fob 128, n_fsc 25
08/30/2016 02:50:19 PM n_total 102763 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:50:20 PM n_total 102891 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:50:21 PM n_total 103019 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:50:22 PM n_total 103147 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:50:23 PM n_total 103275 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:50:24 PM n_total 103403 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:50:25 PM n_total 103531 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:50:26 PM n_total 103659 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:50:27 PM n_total 103787 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:50:28 PM n_total 103915 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:50:29 PM n_total 104043 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:50:30 PM n_total 104171 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:50:31 PM n_total 104299 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:50:32 PM n_total 104427 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:50:33 PM n_total 104555 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:50:34 PM n_total 104683 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:50:35 PM n_total 104811 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:50:36 PM n_total 104939 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:50:37 PM n_total 105067 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:50:38 PM n_total 105195 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:50:39 PM n_total 105323 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:50:40 PM n_total 105451 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:50:41 PM n_total 105579 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:50:42 PM n_total 105707 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:50:43 PM n_total 105835 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:50:44 PM n_total 105963 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:50:45 PM n_total 106091 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:50:46 PM n_total 106219 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:50:47 PM n_total 106347 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:50:48 PM n_total 106475 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:50:49 PM n_total 106603 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:50:50 PM n_total 106731 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:50:51 PM n_total 106859 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:50:52 PM n_total 106987 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:50:53 PM n_total 107115 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:50:54 PM n_total 107243 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:50:55 PM n_total 107371 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:50:56 PM n_total 107499 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:50:57 PM n_total 107627 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:50:58 PM n_total 107755 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:50:59 PM n_total 107883 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:51:00 PM n_total 108011 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:51:01 PM n_total 108139 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:51:02 PM n_total 108267 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:51:03 PM n_total 108395 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:51:04 PM n_total 108523 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:51:05 PM n_total 108651 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:51:06 PM n_total 108779 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:51:07 PM n_total 108907 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:51:08 PM n_total 109035 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:51:09 PM n_total 109163 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:51:10 PM n_total 109291 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:51:11 PM n_total 109419 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:51:12 PM n_total 109547 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:51:13 PM n_total 109675 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:51:14 PM n_total 109803 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:51:15 PM n_total 109931 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:51:16 PM n_total 110059 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:51:17 PM n_total 110187 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:51:18 PM n_total 110315 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:51:19 PM n_total 110443 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:51:20 PM n_total 110571 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:51:21 PM n_total 110699 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:51:22 PM n_total 110827 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:51:23 PM n_total 110980 n_fib 0, n_fob 128, n_fsc 25
08/30/2016 02:51:25 PM n_total 111108 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:51:26 PM n_total 111389 n_fib 0, n_fob 128, n_fsc 153
08/30/2016 02:51:28 PM n_total 111517 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:51:29 PM n_total 111645 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:51:30 PM n_total 111773 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:51:31 PM n_total 111901 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:51:32 PM n_total 112029 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:51:33 PM n_total 112157 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:51:34 PM n_total 112285 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:51:35 PM n_total 112413 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:51:36 PM n_total 112541 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:51:37 PM n_total 112669 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:51:38 PM n_total 112797 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:51:39 PM n_total 112925 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:51:40 PM n_total 113053 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:51:41 PM n_total 113206 n_fib 0, n_fob 128, n_fsc 25
08/30/2016 02:51:43 PM n_total 113334 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:51:44 PM n_total 113462 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:51:45 PM n_total 113590 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:51:46 PM n_total 113718 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:51:47 PM n_total 113846 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:51:48 PM n_total 113974 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:51:49 PM n_total 114102 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:51:50 PM n_total 114230 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:51:51 PM n_total 114358 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:51:52 PM n_total 114486 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:51:53 PM n_total 114614 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:51:54 PM n_total 114742 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:51:55 PM n_total 114870 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:51:56 PM n_total 115151 n_fib 0, n_fob 128, n_fsc 153
08/30/2016 02:51:58 PM n_total 115279 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:51:59 PM n_total 115407 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:52:00 PM n_total 115535 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:52:01 PM n_total 115663 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:52:02 PM n_total 115791 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:52:03 PM n_total 115919 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:52:04 PM n_total 116047 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:52:05 PM n_total 116175 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:52:06 PM n_total 116303 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:52:07 PM n_total 116431 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:52:08 PM n_total 116559 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:52:09 PM n_total 116687 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:52:10 PM n_total 116815 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:52:11 PM n_total 116968 n_fib 0, n_fob 128, n_fsc 25
08/30/2016 02:52:13 PM n_total 117096 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:52:14 PM n_total 117224 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:52:15 PM n_total 117352 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:52:16 PM n_total 117480 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:52:17 PM n_total 117608 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:52:18 PM n_total 117736 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:52:19 PM n_total 117864 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:52:20 PM n_total 118145 n_fib 0, n_fob 128, n_fsc 153
08/30/2016 02:52:22 PM n_total 118273 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:52:23 PM n_total 118401 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:52:24 PM n_total 118529 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:52:25 PM n_total 118657 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:52:26 PM n_total 118785 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:52:27 PM n_total 118913 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:52:28 PM n_total 119041 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:52:29 PM n_total 119169 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:52:30 PM n_total 119297 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:52:31 PM n_total 119425 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:52:32 PM n_total 119553 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:52:33 PM n_total 119681 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:52:34 PM n_total 119809 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:52:35 PM n_total 119937 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:52:36 PM n_total 120065 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:52:37 PM n_total 120193 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:52:38 PM n_total 120321 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:52:39 PM n_total 120449 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:52:40 PM n_total 120577 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:52:41 PM n_total 120705 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:52:42 PM n_total 120833 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:52:43 PM n_total 120961 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:52:44 PM n_total 121089 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:52:45 PM n_total 121217 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:52:46 PM n_total 121345 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:52:47 PM n_total 121473 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:52:48 PM n_total 121601 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:52:49 PM n_total 121729 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:52:50 PM n_total 121857 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:52:51 PM n_total 121985 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:52:52 PM n_total 122113 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:52:53 PM n_total 122241 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:52:54 PM n_total 122369 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:52:55 PM n_total 122497 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:52:56 PM n_total 122625 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:52:57 PM n_total 122753 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:52:58 PM n_total 122881 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:52:59 PM n_total 123009 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:53:00 PM n_total 123137 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:53:01 PM n_total 123265 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:53:02 PM n_total 123393 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:53:03 PM n_total 123521 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:53:04 PM n_total 123649 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:53:05 PM n_total 123777 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:53:06 PM n_total 123905 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:53:07 PM n_total 124033 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:53:08 PM n_total 124161 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:53:09 PM n_total 124289 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:53:10 PM n_total 124417 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:53:11 PM n_total 124545 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:53:12 PM n_total 124673 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:53:13 PM n_total 124801 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:53:14 PM n_total 124929 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:53:15 PM n_total 125057 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:53:16 PM n_total 125185 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:53:17 PM n_total 125313 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:53:18 PM n_total 125441 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:53:19 PM n_total 125569 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:53:20 PM n_total 125850 n_fib 0, n_fob 128, n_fsc 153
08/30/2016 02:53:22 PM n_total 125978 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:53:23 PM n_total 126106 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:53:24 PM n_total 126234 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:53:25 PM n_total 126362 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:53:26 PM n_total 126643 n_fib 0, n_fob 128, n_fsc 153
08/30/2016 02:53:28 PM n_total 126771 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:53:29 PM n_total 126899 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:53:30 PM n_total 127027 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:53:31 PM n_total 127155 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:53:32 PM n_total 127283 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:53:33 PM n_total 127411 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:53:34 PM n_total 127539 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:53:35 PM n_total 127667 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:53:36 PM n_total 127795 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:53:37 PM n_total 127923 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:53:38 PM n_total 128051 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:53:39 PM n_total 128179 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:53:40 PM n_total 128307 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:53:41 PM n_total 128435 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:53:42 PM n_total 128563 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:53:43 PM n_total 128691 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:53:44 PM n_total 128819 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:53:45 PM n_total 128947 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:53:46 PM n_total 129075 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:53:47 PM n_total 129203 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:53:48 PM n_total 129331 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:53:49 PM n_total 129459 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:53:50 PM n_total 129740 n_fib 0, n_fob 128, n_fsc 153
08/30/2016 02:53:52 PM n_total 129868 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:53:53 PM n_total 129996 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:53:54 PM n_total 130124 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:53:55 PM n_total 130252 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:53:56 PM n_total 130380 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:53:57 PM n_total 130508 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:53:58 PM n_total 130636 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:53:59 PM n_total 130764 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:54:00 PM n_total 130892 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:54:01 PM n_total 131020 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:54:02 PM n_total 131148 n_fib 0, n_fob 0, n_fsc 128
